id,date,doctor_ssn,patient_ssn
41788,1996-11-15,97688719,79881627
53560,1997-03-04,49351883,58776046
17174,1985-11-21,78389226,75648742
17007,2018-02-10,55831693,64377151
32422,1994-02-28,64450712,74091634
86095,2009-03-20,13626528,92870438
42023,1982-12-05,77506621,88177583
40676,2020-08-26,35509814,54288027
68268,2014-04-19,75244854,30648736
37234,2015-01-26,72910133,95129444
75660,2020-08-23,71788115,25919255
70530,2012-07-16,44614689,51267196
98368,2007-06-08,92931463,95209727
13820,2009-02-19,62323982,16159960
82749,1987-06-27,92603773,67184922
73274,2018-04-04,19627725,29027117
46198,2002-11-09,21461169,19549752
70558,1986-02-01,70522849,67148720
41953,2012-10-29,43536276,81947016
23063,1991-09-19,40061558,84230365
77539,1981-01-16,26938716,79677768
50414,1977-01-31,11817916,90631473
62235,1987-01-22,39648684,10860522
31881,1976-02-25,77047089,33160705
62234,2004-07-25,42783938,48923458
70624,1970-05-05,35513602,44153060
36087,1983-01-25,17729801,14101848
10956,1996-10-04,90950238,22985025
43236,1978-02-15,81880729,88741764
20975,1986-11-30,59269480,15203173
31462,1984-01-02,24695208,60526070
78287,2013-09-13,31156896,16783335
69801,1973-06-05,60279221,53717661
54809,1984-11-07,36301244,65616761
83966,1998-04-25,66664551,58060552
51516,2016-10-21,81810436,72857599
63621,1975-05-18,74263262,63908088
19319,2003-10-11,76820419,31172682
57135,2016-10-09,94316410,42383216
88525,1984-12-17,36547672,27069997
79754,2004-02-21,28004071,76706991
93591,1986-10-14,67041301,24014401
25529,1992-07-20,82574889,58174956
81194,2004-01-08,92160743,82504175
96044,1976-09-10,76695278,64224954
81798,1971-11-10,91948195,60878350
85872,2003-12-25,26991274,26128888
95663,1995-03-10,62816528,89656044
16094,1994-02-09,78718006,73193811
35578,1990-03-13,82171553,71305620
81149,2004-10-12,33347985,39885205
72069,2001-08-17,97609788,19987970
53399,2019-06-19,79640709,17098181
79011,2015-01-08,76592148,56720648
26255,1974-01-21,76695278,37613616
66545,2009-05-12,21217783,10615101
75495,2010-06-16,10226227,91266429
98742,1978-01-17,70621170,45743638
34423,1988-09-16,52340174,25799481
43164,1987-03-16,39396483,97203681
45639,1989-09-28,26707168,95132764
74106,2014-03-10,99039949,38046348
86514,2020-01-23,81479327,79407222
27841,2013-08-13,31578147,74909161
69784,1979-08-08,34902247,17226473
45229,2004-08-28,42566120,35294023
29431,2006-12-15,17359090,52374910
80504,1991-02-23,37739616,30018294
33067,2009-02-22,36179876,83148229
82436,2002-07-15,72910133,73681236
85819,2008-03-19,18424203,81538244
52820,2012-05-18,69729059,84479511
78195,2000-09-22,93498739,38550758
17443,2016-09-03,82171553,71305620
95753,2014-03-15,38622081,61860793
14864,1979-02-13,13047810,42336985
61636,2010-09-30,53921112,98163147
11489,1974-01-29,68272022,50518189
62356,1980-07-01,54757947,39294832
81366,1973-09-15,70621170,45743638
77047,1982-12-16,25314221,55398477
38432,1987-10-19,74263262,63908088
71440,2002-03-02,79354380,50343419
55754,1982-08-11,49351883,58776046
23440,1986-05-09,35513602,25088283
73248,1983-10-20,30064194,24573233
83804,2019-02-02,33359199,82048513
87143,1987-04-18,25812588,22459896
44274,1999-05-14,62066313,70386952
58865,1996-09-23,73118319,58628602
53436,1976-02-11,13717408,71597785
10586,2018-07-13,92054301,27788465
54225,2001-02-28,94872596,33631540
45934,1971-07-01,72698465,93231559
43032,1974-09-05,69646346,95692478
79371,1980-03-22,30803542,31597900
94479,1991-07-18,97907228,81780194
46450,1990-10-26,59615084,13377176
32293,1992-11-11,57805782,94700232
93782,1991-02-15,72535496,27101839
82026,2005-08-04,41939083,22321441
68873,1982-04-10,73613202,46525659
35325,2008-07-01,43103892,92667301
38133,2012-03-28,29986514,30746557
28507,2020-07-17,62066313,70386952
62596,1995-05-29,17255815,61828651
41558,2004-04-14,47851681,81302705
24986,1996-08-12,21029094,68977767
90837,2011-06-07,92325707,88150162
86716,1977-09-27,65250789,21424544
15466,2015-04-10,62897633,59995962
80084,2017-06-18,40193136,89630159
40109,1974-12-20,52142617,36239480
83885,2018-09-03,92451649,15251544
98055,1974-11-29,40193136,89630159
67343,2012-02-19,43770521,79285800
58908,2017-08-21,96556337,57864005
26434,1992-05-25,93145002,50553778
48033,2009-02-11,70621170,77661784
80839,1974-12-07,89010566,37409003
42660,1995-05-12,24688229,87425065
27364,1983-04-15,15463250,42619237
58831,2018-07-09,59615084,98834021
59517,2020-12-26,67709125,24095279
50395,1983-07-11,94316410,69246018
24938,1994-04-05,51267267,50949209
31279,2002-12-31,87020930,99272032
23987,2001-08-20,87020930,12482652
75719,1978-05-05,78718006,38795910
57990,1971-02-09,87020930,12482652
38353,2010-08-03,59269480,15203173
31841,1979-10-28,65534460,81706229
91019,1981-08-18,65254136,79816281
77758,1971-05-27,41387324,68981884
23114,1975-07-24,78368989,57124182
54453,1979-05-03,24695208,60526070
84032,1997-11-05,31156896,64229470
50088,2004-10-28,20499053,41976457
80493,2013-02-24,64171170,14316215
27651,2005-11-06,56266747,64520417
57704,1998-09-17,87429712,23209592
53333,2002-12-09,60279221,53717661
22649,2005-11-02,90340440,16328353
27349,1982-03-17,12946086,38153489
51493,1982-07-30,45309632,24156007
45474,1984-10-03,82344354,51475823
87024,2011-06-11,65866074,76766328
21380,2016-09-08,55831693,40652666
81943,1975-12-03,97077535,16893501
55209,2006-10-28,25547153,88545085
94976,2007-10-30,53806717,36401204
81133,1988-10-15,33222470,54372532
94483,2002-05-28,67683702,26689225
13911,1971-04-04,99769858,36380488
73837,1987-06-22,66641014,13127666
82027,1970-12-09,19627725,29027117
98505,1983-12-19,13717408,20311419
24763,1987-04-15,73613202,92909189
78010,2003-11-30,72845307,99851111
12730,1982-01-08,75244854,30648736
11777,2010-07-18,18820852,77276342
91667,2003-12-05,52142647,91615164
14369,2017-01-10,56143789,47632466
38246,1989-06-04,25594270,61624429
45264,1979-11-05,10226227,91266429
88606,1990-05-23,11770943,83546165
71116,2012-04-07,81810436,63589084
79146,2015-12-18,19627725,29027117
35299,2019-10-30,11770943,67410023
83995,1994-08-01,65369515,54180255
38917,1999-04-20,34271941,81085048
17119,1989-04-24,75244854,30648736
94706,1995-10-01,91815654,31845691
20093,2012-07-04,11656939,53916304
23097,1987-10-10,33358621,75514447
59025,1995-02-07,48100885,30639123
68969,1994-01-27,79640709,17098181
86192,2020-11-30,42566120,25251323
23845,1989-05-25,39648684,10860522
23182,1988-04-17,53806717,36401204
37113,2005-12-27,53806717,72429276
82966,2020-02-26,82344354,51475823
48108,1970-02-19,49468591,50375309
41105,1992-03-01,91815654,31845691
82150,1988-02-20,34629679,49139994
24073,1998-03-13,60078644,16560422
83879,2020-03-30,33347985,39885205
83927,2002-06-18,18424203,81538244
81673,2010-02-02,12479069,93083092
15939,2017-06-02,11770943,67410023
60831,1976-05-26,30454507,59880363
63420,2008-06-01,84143990,89980569
91859,1996-02-01,20499053,16200301
91309,1997-06-09,41629310,87218032
94859,1999-06-08,18834593,90661097
37032,1981-06-13,34902247,33756720
19952,1974-07-13,83358978,54394978
24124,1986-12-11,89237918,27181109
46059,2005-01-09,60218927,33413111
72839,1970-10-13,32044946,12492288
86731,1998-03-21,17594394,96471735
21435,2019-01-12,38722427,51202746
55638,1985-01-01,97907228,81780194
87324,1974-09-23,71599829,25495486
92026,2000-10-07,75236648,83825218
34669,1977-10-02,67756087,10184792
90436,1997-11-30,99769858,21387575
48659,1977-05-28,93498739,24738434
87004,1991-02-21,79670769,60199403
67948,2011-04-03,87496311,38519420
81662,1988-12-10,52855270,40317177
27101,1984-04-17,59603419,79180029
88433,1972-09-16,64535705,56006360
88297,1988-07-15,90802402,96003831
95010,1972-01-26,20570832,15706485
72757,1973-06-19,52340174,25799481
59908,1993-10-20,67885705,58266280
56781,1991-06-12,89191917,70735402
75428,1999-09-27,39322107,74011685
11164,1984-09-11,44185039,59344023
95022,1988-07-07,99834987,42994528
15320,1999-11-14,61313981,80533774
38210,2019-04-10,67709125,24095279
43176,1996-05-01,81131937,30825794
46392,1996-10-24,47451778,20320351
59167,1993-07-04,29902628,97986862
60610,2017-06-11,67709125,41995723
34800,2006-09-24,13619137,37097458
26079,1983-02-17,65611753,14997290
83528,1983-01-29,82171553,71305620
37905,2020-11-09,59147253,64182770
48191,2009-09-09,95461961,55281530
40420,2001-03-20,58209043,92939312
59981,2002-05-28,86629684,70442862
10706,2001-06-03,52855270,47621889
79024,1981-03-24,36301244,65616761
79117,1974-11-02,28102949,98055378
80228,1974-11-30,27757297,95040447
33953,1987-07-17,15463250,42619237
81054,2000-05-11,69729059,95089917
82031,1980-07-29,83526296,10526025
23411,2019-02-22,55511123,32960911
31150,2006-05-29,28004071,76706991
30963,1980-08-20,25812588,22459896
64326,1987-10-30,92603773,83946004
55561,1997-01-12,36733945,63447577
41528,1977-12-28,82574889,68310191
59954,1990-06-22,90340440,19465656
44709,2008-01-16,30064194,67202248
69521,1986-04-14,61313981,62462829
92539,2006-02-17,91948195,85963832
66621,1982-04-18,79354380,60473011
19494,2010-01-30,24867775,45365892
89552,2014-12-21,99039949,75271335
79714,2013-04-06,31807224,22644626
62501,2005-12-02,29902628,64616138
10967,1992-03-19,36547672,91249846
59607,1998-08-12,52641571,97048928
29133,2004-05-13,90802402,90354918
70638,2012-08-15,86756434,99589738
57631,1986-08-29,63186509,16876917
61129,2015-12-19,19572547,35784843
18211,2007-06-25,20184724,50354363
22800,2000-01-24,47451778,20320351
45355,1977-09-16,92160743,18825596
59306,1989-07-23,76820419,31172682
89422,1974-03-31,65566222,39908255
26818,2018-01-06,59147253,64182770
61444,1974-02-22,74992963,29854527
13897,2008-01-28,65404051,37589280
25813,1982-04-17,67041301,23679636
55713,1995-01-06,29583206,98333676
97713,2012-04-08,18207589,97172970
36351,2003-10-02,54383880,73457777
64883,1976-04-17,75837285,72297860
68202,1980-02-11,12725677,82344059
12046,1976-08-28,72535496,96394308
91846,2004-02-03,59582449,34567453
48213,1994-09-01,52340174,38504631
20536,1979-05-23,24108838,93241044
29581,1978-07-31,49468591,93516369
30653,2012-08-04,79640709,17098181
73315,1974-02-03,30606081,27342268
95582,1986-12-08,36733945,63447577
54354,1973-12-18,30454507,59880363
34607,1972-09-30,30875909,24398886
93003,2010-04-18,13619137,54632622
11214,2011-08-11,19296094,11912385
26702,2009-02-28,10002383,35971013
92616,1997-06-09,49215639,60267915
21363,2009-10-04,60788892,12901665
22782,1999-10-19,60218927,93229846
77169,1983-08-31,78718006,73193811
31440,1972-12-17,65369515,54180255
41432,1978-04-03,89191917,90952695
58505,1973-09-26,37847159,33834250
81861,1970-08-13,44614689,51267196
16161,1983-08-31,64100046,59647470
91926,1984-09-24,66641014,13127666
82036,2015-01-22,41939083,76531589
83836,1979-02-19,36547672,91249846
48633,1980-11-05,24688229,64808130
89411,1978-12-18,30649145,19305836
15987,1993-11-05,16120505,96123062
49975,1976-01-08,15922142,22650997
75913,1987-11-27,82344354,22901531
65859,2018-09-15,64100046,59647470
44721,1976-09-03,95080084,35308206
20795,2006-04-12,37847159,64935109
40955,1976-09-26,74265993,72563795
47202,1983-03-29,55511123,20000566
57610,1975-09-08,76612438,14438317
75077,1973-01-10,60618184,46966455
97112,2020-02-13,40960388,82323290
46525,2005-06-30,75085950,50470477
17172,2012-06-02,48100885,28812650
79820,2014-04-28,12975035,75160092
48229,1987-01-02,46731613,92950143
52152,1995-10-05,46731613,37244134
18034,1989-01-28,29986514,58553536
78081,2003-07-07,75837285,73589744
32492,1980-12-19,86756434,99589738
94403,1991-02-02,67683702,47163238
66572,1998-05-18,48100885,30639123
95483,1995-02-05,59603419,18003960
85572,1991-01-14,21217783,46415551
61848,2012-09-22,71978755,80655368
86348,2016-08-13,87637885,60011727
94438,1976-06-20,74992963,47488549
17105,1971-08-21,80179939,48612304
97941,2002-08-13,19104435,74615199
77149,1986-03-13,89963279,27092741
50490,2002-12-13,66070125,25038828
80163,1982-08-29,77506621,88177583
39700,2017-02-07,39322107,71223178
83315,2018-09-25,57415251,96898811
25804,2019-12-23,37739616,30018294
57706,2004-12-28,38722427,90819038
85853,2010-10-26,87156157,94790454
15695,1974-06-20,64171170,14316215
40207,1997-10-21,67885705,43661888
20424,1975-04-03,48162226,87057289
17299,2003-07-14,48162226,34882658
18568,1972-06-18,19572547,35784843
90412,2004-01-06,66908234,34933815
74548,2020-12-15,69646346,25697354
75743,1992-10-09,72297075,31370931
14758,1986-06-27,86334423,71223961
12891,1982-03-29,44185039,59344023
84987,2004-10-05,38622081,92493712
72848,2008-03-27,90524366,40148043
34382,1978-09-29,10002383,35971013
13507,1977-12-28,58234525,51826290
75389,1982-05-09,96556337,83798973
93980,1974-07-25,52425844,83614541
46676,1975-04-08,52425844,96900433
72473,1972-04-09,70522849,67148720
87977,2019-06-02,18820852,33152771
68265,1971-02-09,26910170,25580656
52047,2019-03-25,13619137,54632622
65781,1978-06-17,41387324,49385920
88954,1979-07-30,68364973,17357694
20485,2014-04-06,81479327,79407222
91874,1994-04-29,39220034,39068241
22588,1979-07-10,62897633,16036832
81629,2005-05-09,72698465,93231559
34642,1996-12-03,32044946,12492288
74585,2004-09-01,44614689,51267196
12081,1987-03-02,75972046,39488865
84860,1974-06-18,65611753,14997290
96761,1980-02-14,18207589,97172970
70871,1984-07-07,24867775,29926404
30853,2018-06-05,36179876,46624166
86236,1974-09-15,67683702,47163238
12958,1985-12-31,92931463,95209727
90974,2009-11-22,95080084,35308206
82445,2004-07-21,13452051,96788667
49645,1980-08-21,85897172,27676095
29523,2002-08-13,28973534,16223964
76565,1975-12-19,92325707,45116002
81669,1984-11-28,11770943,83546165
25637,2015-05-06,54383880,21646556
53683,1990-07-12,62816528,62869033
75791,1970-01-19,35509814,45762688
11476,1972-10-19,96596276,15954523
92391,2005-02-19,10226227,32075840
17121,1988-10-14,11316852,21266923
22022,1988-02-13,67885705,58266280
88599,2016-01-04,85897172,27676095
94980,1980-04-24,36547672,27069997
77701,2014-08-08,63632353,62457645
66745,1982-08-09,96596276,74005324
47694,2019-08-23,54757947,39294832
88462,2014-07-06,86756434,72463933
48407,2019-12-13,82171553,71305620
40850,2010-02-09,71599829,55841886
91871,1981-07-10,20570832,10949141
32016,1997-01-07,95461961,55281530
88306,1998-07-26,34808165,66707244
94415,1999-07-18,60218927,93229846
17699,2004-05-30,78368989,57124182
69064,2008-08-21,64535705,56006360
91609,2002-09-03,76129491,92848467
64001,2017-01-28,87637885,60011727
56757,1997-08-30,80281730,38201345
68702,2011-04-20,55831693,64377151
41462,1994-07-17,66908234,79844324
86747,1990-11-03,52782415,80631170
29694,1990-08-01,33358621,75514447
99000,2016-11-03,12946086,38153489
81679,2014-09-13,52425844,83614541
81955,2002-04-07,62816528,89656044
15942,2011-03-22,42566120,25251323
94563,1981-02-01,95605094,13787357
78374,1983-05-18,86829362,29371215
92824,1994-09-24,18322426,40745540
66920,2006-09-28,36547672,27069997
24541,2003-01-08,52142647,91615164
14041,1979-10-11,22469139,73941515
79878,1984-11-24,53806717,72429276
90209,1999-12-22,44614689,51267196
72237,2006-12-12,89531655,45589271
23602,1977-06-26,98485783,47736396
23484,1987-07-27,92054301,36818100
67010,2002-11-21,54280798,17015693
85987,2005-10-20,52641571,97048928
61629,2009-05-14,21399884,90340188
14749,1989-06-05,65566222,39908255
63050,1974-12-06,93145002,39064723
30569,1987-03-08,49351883,58776046
90476,2001-06-16,13047810,22505116
46674,1989-12-13,83989481,73519815
62210,1994-02-06,39648684,71035442
40949,1982-09-14,70615923,25897000
89692,1996-08-05,30078286,21427226
30525,1986-12-11,89010566,37409003
53692,2010-10-10,30606081,27342268
92341,2005-01-24,81479327,33446708
13032,2000-12-11,78022524,93891448
92228,2000-06-14,97077535,16893501
66532,1971-08-16,33100847,97739045
36543,1980-01-07,77466800,82730283
57317,2020-02-12,54383880,21646556
23409,1996-09-17,44614689,78989260
22361,1992-08-21,11218310,98503393
26305,1994-01-04,40193136,13577355
36939,2020-11-11,20184724,50354363
14397,1996-07-18,90802402,90354918
78182,1996-02-22,82344354,22901531
37858,2017-06-21,26117729,66235254
92789,1983-11-20,66070125,52775951
64494,1985-11-06,67668113,96362830
59029,2002-06-25,92054301,36818100
28658,1979-03-25,34877091,53983139
15294,2020-01-07,23104323,62236271
55018,2007-02-02,30834969,59711291
12285,1980-04-03,18820852,77276342
55363,1983-12-26,42566120,25251323
48448,1985-08-05,22531739,42882962
57030,2017-08-20,33359199,64058451
99752,1989-03-20,54709578,44057695
39786,2006-11-06,21148678,41068823
53511,1995-05-20,11444794,15795036
79453,1993-02-07,85897172,74504977
55730,2003-12-22,71599829,25495486
39709,1974-11-06,96941965,82202266
25489,2001-09-18,65561449,50436077
44268,1984-08-10,87429712,61749550
52362,1971-10-10,58209043,64538166
98319,1976-06-12,71633501,80648833
62310,1999-11-01,76695278,64224954
73462,2005-08-03,11444794,15795036
99260,1992-11-01,82171553,71305620
16536,1985-03-04,88104164,80140954
87360,2005-05-26,33359199,82048513
19095,2020-06-13,62081048,56172249
97461,1977-07-08,22531739,22493523
73850,1982-12-13,28004071,48607671
97313,2003-08-02,12983664,15716020
84676,2002-04-07,87036482,84642233
44916,1989-04-07,21148678,41068823
19738,2005-01-12,82574889,58174956
77730,1988-03-13,71978755,80655368
70445,2009-03-19,26182443,85898834
11814,2000-10-11,85307688,29067346
94177,1994-07-21,92160743,18825596
94060,2013-09-06,18424203,78209501
58269,1972-06-12,24249700,16047397
55188,2001-10-19,85894485,44840595
45533,2000-03-11,36733945,63447577
28889,1995-03-18,18820852,77276342
28432,2005-01-27,85307688,69467670
10478,1977-12-27,38722427,90819038
81035,2016-02-14,37372836,53014401
45607,1986-04-24,97907228,65223949
37479,1991-03-20,96556337,57864005
14664,2010-02-14,12946086,38494731
90221,2020-02-10,13102774,90424307
97236,1977-11-22,91815654,34246383
30738,1989-03-06,59190686,13686517
16668,1980-05-15,28973534,16223964
67158,1981-12-03,85894485,45341336
90608,1971-05-17,19627725,29027117
13533,1987-05-09,70688213,64271107
12950,1994-02-11,30649145,19305836
43994,1997-01-07,11770943,67410023
43469,2018-09-11,77863908,84760284
28817,1971-12-14,54709578,11642090
34581,1988-07-13,44410182,88790350
35297,1992-07-21,34902247,33756720
84269,2021-01-15,38722427,90819038
97178,2001-06-07,40061558,79480095
49541,1996-06-07,57541343,95365863
81536,1985-04-09,41939083,76531589
21190,1975-10-04,18424203,81538244
62181,2000-01-31,11444794,15795036
39334,2009-07-28,17813511,41952304
32587,2010-04-14,66641014,13127666
40954,1979-03-06,63574520,22282322
55020,1977-12-13,72820792,37706673
94325,2016-08-11,64535705,56006360
12129,1975-04-17,66070125,25038828
39341,2013-04-02,37847159,33834250
73254,2010-11-01,80281730,38201345
36845,2020-03-17,99039949,75271335
92989,1975-06-29,30606081,27342268
95397,1994-06-30,30606081,27342268
58938,1979-04-16,70688213,64271107
50253,2016-09-22,79670769,18259355
27465,2018-02-27,71788115,25919255
17169,1989-01-30,30064194,24573233
15469,2015-08-04,82574889,68310191
50594,1971-07-19,86334423,82508298
16149,1988-06-06,13619137,37097458
97449,1993-02-24,78718006,73193811
36049,1996-03-24,97688719,23926604
64933,1976-11-05,92603773,83946004
12718,1992-11-29,33358621,25844519
18357,2000-03-29,90802402,90354918
22302,1980-08-24,65566222,64138859
52484,1997-12-31,97609788,19987970
72809,1989-12-21,34480861,53853416
50953,1974-08-10,58234525,72985486
58683,2004-09-02,92451649,37381536
35492,2010-09-11,65369515,54180255
24865,1981-06-19,50313638,86471346
25717,1990-08-21,74263262,63908088
50595,2002-11-18,33359199,64058451
93316,1972-03-29,87429712,61749550
45738,2012-05-25,87900785,24208465
90866,2013-04-10,15052107,63999534
55598,1983-04-10,37847159,64935109
72910,1994-01-31,15173375,72816344
23003,2020-05-27,78718006,38795910
96242,1999-09-19,81880729,88741764
67157,1996-11-12,62066313,70386952
12621,1992-09-01,99834987,47471467
46240,1991-12-02,21461169,67070356
51518,1985-08-15,97907228,65223949
22241,1998-11-26,30875909,24398886
92159,2002-06-16,76820419,31172682
41066,1997-12-04,50313638,49070854
19409,2004-02-16,68675594,78630737
51478,1984-10-20,76612438,90719785
33137,2002-11-20,82093766,87152148
54717,1982-10-26,35514193,60222751
82915,1992-09-10,75837285,73589744
64947,1978-10-19,94872596,33631540
76579,1997-04-07,81880729,66739534
16974,2010-11-24,29061274,89832484
93604,1994-07-24,12983664,73436666
50293,1970-02-10,76612438,14438317
12136,2018-07-03,59603419,79180029
36586,1987-03-10,70522849,79140930
47550,1977-09-10,24695208,13712194
54331,1992-11-13,18322426,40745540
80640,1979-07-22,73118319,58628602
88364,2005-05-12,62816528,62869033
73231,2003-10-27,12946086,38153489
59379,1996-04-28,79354380,50343419
65469,1980-11-11,65404051,37589280
76467,1982-04-11,17594394,96471735
17056,1990-02-02,92931463,76827277
24807,2001-02-25,22531739,22493523
30904,1986-08-04,13626528,75804327
91879,1990-07-12,11656939,53916304
94848,1993-05-22,60788892,93452890
75583,1974-02-25,11761661,97109629
62672,1997-09-24,21865776,85871536
83919,1987-03-25,25547153,88545085
13334,2018-06-09,42566120,35294023
29252,1975-08-09,77466800,57995454
83458,2000-02-10,94316410,69246018
86950,1975-12-10,18076165,64312395
74537,1983-01-21,41629310,40007943
37903,1989-01-21,54709578,11642090
14688,1994-08-14,64171170,14316215
85889,2016-05-18,37847159,33834250
72972,1987-02-20,19400206,41048956
85321,2005-03-22,28102949,23447608
44424,2002-10-15,42624892,27717642
76903,2005-11-30,62897633,59995962
18449,1974-11-18,71788115,25919255
77433,2011-07-19,76695278,37613616
89063,1999-07-14,15052107,68901987
87270,2004-01-08,63215818,67328740
81970,1983-01-27,30803542,31597900
14344,1974-09-02,88104164,80140954
17797,2009-12-19,72845307,99851111
26966,2006-09-13,65254136,95820852
45226,1977-05-21,69646346,95692478
77824,2003-03-10,71245845,92868593
90212,2002-06-24,85894485,45341336
69960,1981-07-01,92325707,88150162
81372,1995-01-26,89010566,48133636
67201,1981-12-10,44185039,17471468
76954,1982-03-21,37372836,23539935
89446,2004-08-03,75244854,66674154
82345,1973-07-14,34024870,78095568
38748,1984-02-10,60788892,12901665
69118,1985-12-12,44614689,51267196
65939,1980-08-10,22531739,42882962
58234,1989-01-31,39276719,19494207
78925,1971-02-23,36547672,27069997
22974,1986-04-07,47451778,62602868
75197,1987-04-28,39276719,52214842
95149,2012-07-13,30105413,69278080
65689,1978-06-03,70522849,67148720
92428,2007-12-10,34877091,95617987
55171,2004-07-14,32044946,12492288
87705,1993-06-28,89237918,81013885
44238,1987-08-09,17813511,40611086
77463,2000-02-15,52641571,94669994
61911,1999-11-01,65254136,79816281
80284,1981-07-15,25547153,88545085
80659,2002-03-05,77466800,82730283
16705,1993-07-09,68651001,28069950
93048,2002-02-26,32323826,76314405
64139,1971-05-18,29170836,28393249
77141,1977-05-21,67756087,18575719
97278,1993-06-05,39276719,52214842
97770,1988-12-13,60618184,46966455
51887,2011-11-25,92931463,76827277
36937,1984-08-22,89237918,27181109
26787,2004-02-05,54617051,81225637
24006,1999-11-17,29170836,81143080
90102,2008-12-26,47451778,20320351
70919,2018-03-19,18076165,64312395
62093,2013-11-09,24867775,29926404
53878,1989-11-13,99859327,83057939
31373,1974-12-02,47851681,83416772
49405,1998-03-16,52425844,83614541
51303,1974-11-03,25814046,39274159
88937,1998-06-01,85894485,45341336
48266,2015-02-09,48162226,34882658
85841,2007-10-25,11444794,15795036
47608,1992-09-24,28004071,48607671
84054,1981-03-20,33100847,24416728
44490,1973-09-24,79354380,50343419
20007,1973-10-17,73353613,43327406
39650,1993-09-29,42771490,81245118
95979,2014-08-18,47668695,29913207
51142,1995-01-29,36543940,26163777
24294,2015-05-02,79670769,60199403
62395,1981-03-09,43770521,79285800
18051,1970-06-10,19296094,11912385
42662,2001-05-02,60618184,17508328
33659,2012-02-07,59147253,64182770
27796,1982-04-25,13717408,20311419
27189,2001-02-13,79670769,18259355
92567,1996-05-02,23432381,26546885
14591,1985-07-01,19104435,58686529
11806,1994-08-20,75972046,39488865
68641,2001-10-07,34808165,18323698
60506,1981-03-13,84143990,89980569
30442,2005-05-24,64171170,14316215
92979,2011-03-27,79354380,60473011
80835,1973-05-02,16582883,29727407
78186,1994-02-10,60788892,93452890
90723,1980-09-20,99163513,16818495
66086,1975-06-28,48100885,28812650
49000,1981-09-05,52142617,36239480
38369,2005-09-06,33605044,73930548
10386,1996-05-16,52641571,94669994
65654,1995-05-25,72845307,30698977
98148,2006-06-18,13452051,96788667
97052,1986-05-15,50428925,82889695
62193,2000-03-26,31156896,16783335
62901,2014-10-07,62323982,36218770
56161,1987-03-27,11218310,51497888
68936,1997-01-02,53921112,71389935
72292,2006-11-25,92451649,37381536
35998,1988-12-28,21148678,41068823
83354,2017-05-26,90802402,90354918
16253,2016-05-01,21399884,14408280
57652,1976-06-08,76129491,80489663
75400,2012-09-01,22469139,73941515
31004,1971-11-14,74265993,61770106
82899,1993-10-20,92603773,67184922
37607,2012-05-07,44410182,88790350
35574,2019-08-22,63186509,78037158
44611,2001-11-11,67668113,96362830
43296,2018-12-28,12946086,38494731
93358,2003-09-27,62066313,70386952
41660,1995-07-03,72698465,93231559
67453,2006-03-17,39276719,52214842
48545,1992-09-24,82171553,74760924
29140,2000-05-10,51267267,50949209
96424,1972-04-22,26182443,34909249
72683,1997-01-25,35849353,74391392
83174,1984-03-19,66977222,81951678
95714,1975-08-05,24108838,86707984
83100,2007-07-04,21461169,67070356
36292,2012-06-07,61313981,80533774
12033,2009-07-04,81131937,30825794
45022,1985-11-07,94872596,33631540
86877,1982-06-19,94872596,33631540
83179,1974-02-18,22469139,54785320
98073,2002-10-26,68878341,92524001
96359,2012-11-30,11817916,90631473
85650,1995-05-25,39396483,47606357
48410,2008-07-19,33100847,97739045
34406,1977-12-02,21461169,67070356
72675,2011-04-04,24108838,93241044
90223,1992-08-16,73613202,46525659
43978,2000-02-09,58234525,72985486
23057,1976-11-16,24249700,98084096
18995,2013-12-19,99859327,83057939
64790,2009-02-24,41397079,13893496
49555,1989-11-29,67041301,23679636
51179,1994-08-21,34808165,66707244
22229,1995-02-22,59190686,58396414
27941,1981-04-25,11218310,98503393
19058,1992-06-03,21217783,10615101
13644,1970-07-24,13047810,22505116
61815,2011-05-01,86629684,70442862
59011,1986-06-22,81880729,88741764
14901,1983-10-30,59603419,79180029
49125,1991-12-28,71245845,56709868
74305,1983-07-15,17594394,96471735
84045,2004-02-19,26117729,96666062
76990,2012-02-26,62066313,70386952
66687,1976-01-22,87900785,65640729
11030,2004-04-23,67756087,18575719
51907,1993-02-09,35514193,76232620
89144,2016-01-19,40061558,84230365
98964,1983-12-01,11316852,21266923
98536,1990-09-29,37830188,17079882
53448,1992-04-25,60618184,17508328
62720,1982-03-28,83358978,97943500
18081,2020-06-12,28004071,48607671
87264,2006-07-18,74265993,61770106
81002,1996-07-11,33347985,39885205
15592,1972-07-01,99917810,68616496
31319,1973-11-12,17359090,49898968
32616,2000-03-19,47668695,29913207
12167,2007-07-31,21976288,15953895
26889,2020-06-08,93785360,80478126
56853,1981-01-16,87036482,28742342
83642,1990-07-30,87036482,28742342
51171,2002-02-05,96212667,53640034
80990,1990-03-01,59615084,13377176
15185,2017-06-09,33359199,82048513
81983,2009-02-21,85307688,29067346
30475,2008-01-25,64450712,74091634
83726,1989-11-11,87156157,53263760
64427,2009-12-18,91637230,59847645
52909,1999-04-12,21461169,19549752
76630,1974-11-22,90802402,96003831
99172,2014-05-02,12975035,75160092
45592,2002-03-07,13717408,20311419
12163,2015-12-08,34629679,66460119
78464,2005-07-09,39396483,47606357
75128,1997-07-20,31092415,45264997
36729,1975-02-25,47851681,81302705
12174,2000-09-29,33605044,73930548
